seccion_nro,seccion_name,circuito_nro,circuito_name,establecimiento,cant_mesas,desde,hasta,electores
6,Establecimientos Habilitados:                                     18,90,VILLA NUEVA,INSTITUTO INMAC.CONCEPCION CABANILLAS 400,13,4269,4281,4472
6,Establecimientos Habilitados:                                     18,90,VILLA NUEVA,ESC.M.BELGRANO BELGRANO 662,11,4282,4292,3775
6,Establecimientos Habilitados:                                     18,90,VILLA NUEVA,ESC.REP.DE BOLIVIA D.FUNES 1250,4,4293,4296,1372
7,Establecimientos Habilitados:                                      37,91,AVELLANEDA,ESC.PROV.FRAY M. ESQUIU PUBLICA S/N,2,4297,4298,435
7,Establecimientos Habilitados:                                      37,91A,CANTERAS,ESC.PROV.J.V.RECLA CANTERAS,1,4299,4299,20
7,Establecimientos Habilitados:                                      37,91B,LOS POZOS,ESC LIB GRAL SAN MARTIN PUBLICA S/N,1,4300,4300,105
7,Establecimientos Habilitados:                                      37,91C,VILLA GUTIERREZ,ESC.PROV.M.MARTINEZ DE SUAREZ PUBLICA,1,4301,4301,237
7,Establecimientos Habilitados:                                      37,92,CAÑADA DE RIO PINTO,ESC.PROV.H.VIEYTES PUBLICA,2,4302,4303,399
7,Establecimientos Habilitados:                                      37,93,COPACABANA,ESC.PROV.R. DE NICARAGUA COPACABANA,1,4304,4304,310
7,Establecimientos Habilitados:                                      37,94,CHUÑA,ESC PROV GRAL M GUEMES PUBLICA S/N,2,4305,4306,597
7,Establecimientos Habilitados:                                      37,95,DEAN FUNES,ESC.PROV.GRAL SAN MARTIN DEAN FUNES,9,4307,4315,3105
7,Establecimientos Habilitados:                                      37,95,DEAN FUNES,ESC.M.J.G.DE BELGRANO JERONIMO L DE CABRERA L ALGARROBOS 451,10,4316,4325,3450
7,Establecimientos Habilitados:                                      37,95,DEAN FUNES,ESC.PEDRO N.ARIAS CORDOBA 87,11,4326,4336,3795
7,Establecimientos Habilitados:                                      37,95,DEAN FUNES,ESC.PROV. M.MORENO DORREGO OBRAS SANITARIAS 326,10,4337,4346,3444
7,Establecimientos Habilitados:                                      37,95,DEAN FUNES,ESC.A.M.SOBRAL SANTIAGO DEL ESTERO Y LAS HERAS,9,4347,4355,3096
7,Establecimientos Habilitados:                                      37,95,DEAN FUNES,ESC.AMANDA SUAREZ CORDOBA SANTA ROSA ESQ. AMADEO SABATTINI,3,4356,4358,1032
7,Establecimientos Habilitados:                                      37,96A,OLIVARES SAN NICOLAS,ESC.PROV.GUIDO SPANO PUBLICA,2,4359,4360,574
7,Establecimientos Habilitados:                                      37,97,ISCHILIN,ESCUELA FERNANDO FADER PUBLICA S/N,1,4361,4361,90
7,Establecimientos Habilitados:                                      37,98,JAIME PETER,ESCUELA FRAY GUILLERMO BUTLER PUBLICA S/N,1,4362,4362,60
7,Establecimientos Habilitados:                                      37,99,QUILINO ESTACION,ESC.CIUDAD DE BS.AIRES QUILINO ESTACION,6,4363,4368,1962
7,Establecimientos Habilitados:                                      37,99,QUILINO ESTACION,ESC.PROV.M.BELGRANO QUILINO ESTACION,6,4369,4374,1960
7,Establecimientos Habilitados:                                      37,100,QUILINO VILLA,ESC.PROV.D.V.SARSFIELD VELEZ SARSFIELD,3,4375,4377,875
7,Establecimientos Habilitados:                                      37,101,TOYOS,ESC PROV JOAQUIN V GONZALEZ PUBLICA S/N,1,4378,4378,91
8,Establecimientos Habilitados:                                     20,102,ALEJANDRO,ESC.EL GRAN CAPITAN ALEJANDRO,6,4379,4384,2034
8,Establecimientos Habilitados:                                     20,102,ALEJANDRO,ESC.MISIONEROS SALESIANOS ALEJANDRO,8,4385,4392,2710
8,Establecimientos Habilitados:                                     20,103,ASSUNTA,ESC.PROV.D.F.SARMIENTO PUBLICA S/N,1,4393,4393,67
8,Establecimientos Habilitados:                                     20,105,BENGOLEA,ESC.SEÑOR DE LA BUENA MUERTE BENGOLEA,3,4394,4396,912
8,Establecimientos Habilitados:                                     20,106,CABRERA,INST. G.L.DE CABRERA CABRERA,10,4397,4406,3368
8,Establecimientos Habilitados:                                     20,106,CABRERA,ESC.PROV.J.M.PAZ CABRERA,9,4407,4415,3024
8,Establecimientos Habilitados:                                     20,106,CABRERA,ESC.FRAY PIO BENTIVOGLIO MAIPU BARRIO ARGENTINO 962,7,4416,4422,2352
8,Establecimientos Habilitados:                                     20,106,CABRERA,ESC.PROV.E.F.OLMOS CABRERA,3,4423,4425,1008
8,Establecimientos Habilitados:                                     20,107,CARNERILLO,ESC.TTE. 1°M.C.ASUA CARNERILLO,6,4426,4431,1796
8,Establecimientos Habilitados:                                     20,108,CHARRAS,ESC TTE CNEL J DUATE ARDOY SARMIENTO 182,3,4432,4434,957
8,Establecimientos Habilitados:                                     20,109,DEHEZA,INSTITUTO SEC. 25 DE MAYO DEHEZA,6,4435,4440,2016
8,Establecimientos Habilitados:                                     20,109,DEHEZA,ESC.PROV.GRAL SAN MARTIN BV SAN MARTIN 251,12,4441,4452,4032
8,Establecimientos Habilitados:                                     20,109,DEHEZA,INST.TEC.ADRIAN P. URQUIA GENERAL DEHEZA,9,4453,4461,3018
8,Establecimientos Habilitados:                                     20,110,EL RASTREADOR,ESC CARLOS MARIA DE ALVEAR PUBLICA S/N,1,4462,4462,58
8,Establecimientos Habilitados:                                     20,110A,PACHECO DE MELO,ESC.PROV.M.BELGRANO 12 DE OCTUBRE,1,4463,4463,70
8,Establecimientos Habilitados:                                     20,111,HUANCHILLA,ESC PROV DOMINGO F SARMIENTO CARLOS ALBERTO MAYOL S/N,4,4464,4467,1211
8,Establecimientos Habilitados:                                     20,112,LA CARLOTA,INST.NTA.M.DE LAS MERCEDES 9 DE JULIO 271,8,4468,4475,2760
8,Establecimientos Habilitados:                                     20,112,LA CARLOTA,ESC.NAC.DE COMERCIO V.SARSFIELD 651,11,4476,4486,3795
8,Establecimientos Habilitados:                                     20,112,LA CARLOTA,ESC.FORTIN HEROICO ACOSTA 673,12,4487,4498,4140
8,Establecimientos Habilitados:                                     20,113,LOS CISNES,ESC DOMINGO F SARMIENTO SRITA BERNARDINA BAIGORRI 229,2,4499,4500,609
8,Establecimientos Habilitados:                                     20,114,OLAETA,ESCUELA PROV.FRENCH Y BERUTTI 25 DE MAYO 135,2,4501,4502,587
8,Establecimientos Habilitados:                                     20,116,REDUCCION,ESC.CAP. F.D.ZARCO MANUEL DE LA LASTRA 623,4,4503,4506,1367
8,Establecimientos Habilitados:                                     20,116A,PASO DEL DURAZNO,ESC.PROV.MARTIN DE ALVA PASO DEL DURAZNO,1,4507,4507,91
8,Establecimientos Habilitados:                                     20,117,SANTA EUFEMIA,INSTITUTO DR.M. BELGRANO SANTA EUFEMIA,6,4508,4513,2041
8,Establecimientos Habilitados:                                     20,118,UCACHA,ESC.PROV.J.B.ALBERDI UCACHA,7,4514,4520,2355
8,Establecimientos Habilitados:                                     20,118,UCACHA,ESC.MARTIN GUERRICO UCACHA,7,4521,4527,2352
9,Establecimientos Habilitados:                                     26,119,ALEJO LEDESMA,INSTITUTO SEC. V.SARSFIELD HIPOLITO YRIGOYEN 757,4,4528,4531,1344
9,Establecimientos Habilitados:                                     26,119,ALEJO LEDESMA,ESC.PROV.D.F.SARMIENTO HIPOLITO IRIGOYEN 476,5,4532,4536,1675
9,Establecimientos Habilitados:                                     26,120,ARIAS,ESC.R.ESCALADA DE SAN MARTIN AV. ESPA? 779,9,4537,4545,3032
9,Establecimientos Habilitados:                                     26,120,ARIAS,ESC.PROV.SGTO.CABRAL INTENDENTE MELQUIOT 922,10,4546,4555,3360
9,Establecimientos Habilitados:                                     26,121,BALDISSERA,ESC JOSE MARIA PAZ BALDISSERA,6,4556,4561,1985
9,Establecimientos Habilitados:                                     26,122,BARGE,ESC PROV DOMINGO F SARMIENTO PUBLICA S/N,1,4562,4562,161
9,Establecimientos Habilitados:                                     26,123,CAMILO ALDAO,IPEM N°151 J URBIZU BV JOSE M ALDAO 1.160,7,4563,4569,2310
9,Establecimientos Habilitados:                                     26,123,CAMILO ALDAO,ESC JUAN BAUTISTA ALBERDI CAMILO ALDAO,5,4570,4574,1647
9,Establecimientos Habilitados:                                     26,124,CAVANAGH,ESC.SEC.TOMAS THOMAS CORDOBA 138,4,4575,4578,1069
9,Establecimientos Habilitados:                                     26,125,CORRAL DE BUSTOS,ESC R ESCALADA DE SAN MARTIN CORRAL DE BUSTOS,7,4579,4585,2380
9,Establecimientos Habilitados:                                     26,125,CORRAL DE BUSTOS,COLEGIO JUAN XXIII CORRAL DE BUSTOS,6,4586,4591,2040
9,Establecimientos Habilitados:                                     26,125,CORRAL DE BUSTOS,ESC NOR SUP MAESTROS ARGENTINO CORRAL DE BUSTOS,8,4592,4599,2712
9,Establecimientos Habilitados:                                     26,125,CORRAL DE BUSTOS,ESC HIPOLITO IRIGOYEN CORRAL DE BUSTOS,5,4600,4604,1695
9,Establecimientos Habilitados:                                     26,126,CRUZ ALTA,COLEGIO SANTA JUANA DE ARCO CRUZ ALTA,7,4605,4611,2296
9,Establecimientos Habilitados:                                     26,126,CRUZ ALTA,IPEM N° 276 CRUZ ALTA,7,4612,4618,2290
9,Establecimientos Habilitados:                                     26,126,CRUZ ALTA,ESC LIB GRAL SAN MARTIN RIVADAVIA 1252 B°RIVADAVIA,5,4619,4623,1635
9,Establecimientos Habilitados:                                     26,127,GUATIMOZIN,ESC DALMACIO VELEZ SARSFIELD AV CORDOBA 324,7,4624,4630,2161
9,Establecimientos Habilitados:                                     26,128,INRIVILLE,INST JOSE MARIA PAZ INRIVILLE,5,4631,4635,1704
9,Establecimientos Habilitados:                                     26,128,INRIVILLE,ESC MARIANO MORENO INRIVILLE,5,4636,4640,1700
9,Establecimientos Habilitados:                                     26,128A,SALADILLO,ESC.PROV.PAULA ALBARRACIN AV 24 DE SEPTIEMBRE,1,4641,4641,129
9,Establecimientos Habilitados:                                     26,129,ISLA VERDE,INST SEC ISLA VERDE LIBERTAD 446,12,4642,4653,4062
9,Establecimientos Habilitados:                                     26,130,LA ITALIANA,ESC.PROV.GRAL SAN MARTIN ISLAS MALVINAS,2,4654,4655,653
9,Establecimientos Habilitados:                                     26,131,LEONES,ESC JOAQUIN V GONZALEZ RAMON INFANTE 422,9,4656,4664,3009
9,Establecimientos Habilitados:                                     26,131,LEONES,IPEM N°256-LIB GRAL SAN MARTIN LEONES,7,4665,4671,2338
9,Establecimientos Habilitados:                                     26,131,LEONES,ESC DE COMERCIO Y BACHILLERATO LEONES,11,4672,4682,3674
9,Establecimientos Habilitados:                                     26,131A,VILLA ELISA,ESCUELA VICTORIA OCAMPO VILLA ELISA,1,4683,4683,26
9,Establecimientos Habilitados:                                     26,132,LOS SURGENTES,ESC GENERAL SAN MARTIN LOS SURGENTES,8,4684,4691,2479
9,Establecimientos Habilitados:                                     26,133,MARCOS JUAREZ,COLEGIO SAGRADO CORAZON LARDIZABAL 545,13,4692,4704,4433
9,Establecimientos Habilitados:                                     26,133,MARCOS JUAREZ,ESC NORMAL SUP DR M BELGRANO R SAENZ PEÑA Y S DEL ESTERO,17,4705,4721,5797
9,Establecimientos Habilitados:                                     26,133,MARCOS JUAREZ,ESC BERNARDINO RIVADAVIA SAN MARTIN 694,11,4722,4732,3751
9,Establecimientos Habilitados:                                     26,133,MARCOS JUAREZ,IPEM N°51 NICOLAS AVELLANEDA MARCOS JUAREZ,12,4733,4744,4084
9,Establecimientos Habilitados:                                     26,133,MARCOS JUAREZ,ESC MARIANO MORENO SAN JUAN 1090 SUR,8,4745,4752,2720
9,Establecimientos Habilitados:                                     26,133,MARCOS JUAREZ,ESCUELA BARTOLOME MITRE HIPOLITO YRIGOYEN 1409 NOROESTE,5,4753,4757,1700
9,Establecimientos Habilitados:                                     26,134,MONTE BUEY,ESC JOSE MANUEL ESTRADA MONTE BUEY,8,4758,4765,2760
9,Establecimientos Habilitados:                                     26,134,MONTE BUEY,ESC MANUEL BELGRANO MONTE BUEY,6,4766,4771,2070
9,Establecimientos Habilitados:                                     26,134,MONTE BUEY,INST.SEC.GRAL J.M.PAZ MONTE BUEY,1,4772,4772,344
9,Establecimientos Habilitados:                                     26,135,CAP.B.O HIGGINS,ESC.PROV.GRAL SAN MARTIN AV ITALIA 448,1,4773,4773,345
9,Establecimientos Habilitados:                                     26,136,ROCA,ESC ROQUE SAENZ PEÑA ROCA,5,4774,4778,1549
9,Establecimientos Habilitados:                                     26,136,ROCA,ESC 9 DE JULIO ALSINA 517 SUR,3,4779,4781,927
9,Establecimientos Habilitados:                                     26,137,SAIRA,INSTITUTO MANUEL BELGRANO SAIRA,3,4782,4784,753
10,Establecimientos Habilitados:                                     40,138,CIENAGA DEL CORO,ESC PROV COMTE ROSENDO LEAL CESAR MANUEL VERA S/N,3,4785,4787,751
10,Establecimientos Habilitados:                                     40,138A,RUMIACO,ESC MIGUEL DE AZCUENAGA RUMIACO,1,4788,4788,27
10,Establecimientos Habilitados:                                     40,138B,RUMIHUASI,ESC.PROV.FRAY M.ESQUIU PUBLICA,1,4789,4789,89
10,Establecimientos Habilitados:                                     40,138C,ESTANCIA DE GUADALUPE,ESC PROV NIÑAS DE AYOHUMA PUBLICA S/N,1,4790,4790,324
10,Establecimientos Habilitados:                                     40,138D,TOSNO,ESC.PROV.MONS.R. LEAL PUBLICA,1,4791,4791,152
10,Establecimientos Habilitados:                                     40,139,GUASAPAMPA,ESC PROV JERONIMO CORTES PUBLICA S/N,1,4792,4792,205
10,Establecimientos Habilitados:                                     40,139A,AGUA DE RAMON,ESC.PROV.R.VERA PEÑALOZA AGUA DE RAMON,1,4793,4793,95
10,Establecimientos Habilitados:                                     40,139B,LA PLAYA,ESC PROV GRAJ J DE SAN MARTIN PUBLICA S/N,1,4794,4794,234
10,Establecimientos Habilitados:                                     40,140,LA ARGENTINA,ESC PROV GREGORIA PEREZ PUBLICA S/N,1,4795,4795,243
10,Establecimientos Habilitados:                                     40,140A,OJO DE AGUA DE TOTOX,ESC MARTIN MIGUEL DE GUEMES OJO DE AGUA DE TOTOX,1,4796,4796,83
10,Establecimientos Habilitados:                                     40,141,PIEDRITA BLANCA,ESC PRIMARIA JORGE LUIS BORGES PIEDRITA BLANCA,1,4797,4797,89
10,Establecimientos Habilitados:                                     40,141A,EL CHACHO,ESC PROV ANGEL V PEÑALOZA PUBLICA S/N,1,4798,4798,134
10,Establecimientos Habilitados:                                     40,142,SAN CARLOS,ESC.SEC.J.L.DE CABRERA RIVADAVIA E IRIGOYEN,6,4799,4804,1822
10,Establecimientos Habilitados:                                     40,142A,TALAINI,ESC.PROV.J.J.CASTELLI. PUBLICA,1,4805,4805,131
11,Establecimientos Habilitados:                                    14,144,CHANCANI,ESC PROV MARIANO MORENO PUBLICA S/N,3,4806,4808,990
11,Establecimientos Habilitados:                                    14,144A,LAS JARILLAS,ESC.PROV.L.LUGONES PUBLICA,1,4809,4809,80
11,Establecimientos Habilitados:                                    14,144B,EL MEDANITO,ESC R ESCALADA DE SAN MARTIN EL MEDANITO,1,4810,4810,81
11,Establecimientos Habilitados:                                    14,145,POCHO,ESC.PROV.D.FRENCH PUBLICA,2,4811,4812,508
11,Establecimientos Habilitados:                                    14,145A,LAS PALMAS,ESCUELA N°157 LAS PALMAS,1,4813,4813,225
11,Establecimientos Habilitados:                                    14,146,SALSACATE,ESC GENERAL JOSE DE SAN MARTIN AV CURA BROCHERO 150,6,4814,4819,1764
11,Establecimientos Habilitados:                                    14,146A,TALA CAÑADA,ESC.PROV.M.BELGRANO TALA CAÑADA,1,4820,4820,283
11,Establecimientos Habilitados:                                    14,146B,SAN JERONIMO,ESC.PROV. E.ECHEVERRIA SAN JERONIMO,1,4821,4821,162
11,Establecimientos Habilitados:                                    14,146C,LOS TALARES,ESC ROQUE SAENZ PEÑA LOS TALARES,1,4822,4822,115
12,Establecimientos Habilitados:                                      9,147,BIALET MASSE,ESC DR BIALET MASSE ROQUE SAENZ PEÑA 91,8,4829,4836,2680
12,Establecimientos Habilitados:                                      9,147,BIALET MASSE,INST SERVILIANO DIAZ SAN MARTIN 675,6,4823,4828,2013
12,Establecimientos Habilitados:                                      9,147A,SAN ROQUE,ESC HOGAR ALBERTO MAGGI CEFERINO NAMUNCURA 62,3,4837,4839,856
12,Establecimientos Habilitados:                                      9,147B,VILLA PARQUE SIQUIMAN,ESC DR JERONIMO J DEL BARCO VILLA PARQUE SIQUIMAN,4,4840,4843,1240
12,Establecimientos Habilitados:                                      9,148,CAPILLA DEL MONTE,ESC GRAL JOSE DE SAN MARTIN SARMIENTO 380,8,4844,4851,2706
12,Establecimientos Habilitados:                                      9,148,CAPILLA DEL MONTE,IPEM N° 279 HIPOLITO YRIGOYEN 450,12,4852,4863,4056
12,Establecimientos Habilitados:                                      9,148,CAPILLA DEL MONTE,ESC ESP JUAN MANUEL FERNANDEZ AV PUEYRREDON 131,8,4864,4871,2704
12,Establecimientos Habilitados:                                      9,149,CASA GRANDE,ESC GRAL JOSE DE SAN MARTIN RUTA NACIONAL N°38,2,4872,4873,545
12,Establecimientos Habilitados:                                      9,150,COSQUIN,COLEGIO PARROQUIAL PIO XII OBISPO BUSTOS 816,10,4874,4883,3430
12,Establecimientos Habilitados:                                      9,150,COSQUIN,IPEM N°60 M MORENO(EX IPET 13) PALEMON CARRANZA 1085,8,4884,4891,2741
12,Establecimientos Habilitados:                                      9,150,COSQUIN,IPEM N°157-PTE SARMIENTO P CARRANZA 940,8,4892,4899,2736
12,Establecimientos Habilitados:                                      9,150,COSQUIN,ESC NORMAL SUP R SAENZ PEÑA SAN MARTIN 394,8,4900,4907,2736
12,Establecimientos Habilitados:                                      9,150,COSQUIN,ESC TTE GRAL JULIO A ROCA SAN MARTIN Y SARMIENTO S/N,12,4908,4919,4104
12,Establecimientos Habilitados:                                      9,150,COSQUIN,ESC ESP DR J REYES CONTRERAS MONS DE ANDREA S/N B°SANTA TERESITA,6,4920,4925,2052
12,Establecimientos Habilitados:                                      9,151,CHARBONIER,ESC P ALBARRACIN DE SARMIENTO PUBLICA S/N,2,4926,4927,561
12,Establecimientos Habilitados:                                      9,152,HUERTA GRANDE,ESC BERNARDINO RIVADAVIA HUERTA GRANDE,8,4928,4935,2613
12,Establecimientos Habilitados:                                      9,152,HUERTA GRANDE,I.P.E.M N° 200 ARRABARRENA ESQ PROV UNIDAS S/N,8,4936,4943,2608
12,Establecimientos Habilitados:                                      9,152A,VILLA GIARDINO,ESC ESTEBAN ECHEVERRIA CHILE S/N B°INDEPENDENCIA,4,4950,4953,1315
12,Establecimientos Habilitados:                                      9,152A,VILLA GIARDINO,COL JUANA MICONO DE GIARDIN AV SAN MARTIN 762,3,4954,4956,984
12,Establecimientos Habilitados:                                      9,152A,VILLA GIARDINO,IPEM N° 339 LOS COCOS ESQ PEPERINA,6,4944,4949,1974
12,Establecimientos Habilitados:                                      9,153,LA CUMBRE,ESC M E H DE GONZALEZ ELIZALDE RIO NEGRO S/N B°ARGENTINO,6,4957,4962,1974
12,Establecimientos Habilitados:                                      9,153,LA CUMBRE,INSTITUTO GRAL SAN MARTIN 9 DE JULIO 564 B°GOLF,8,4963,4970,2628
12,Establecimientos Habilitados:                                      9,153,LA CUMBRE,ESC JOSEFA MARIA BUSTOS ALBERDI 277,6,4971,4976,1968
12,Establecimientos Habilitados:                                      9,154,LA FALDA,ESC JOSE MARIA PAZ HIPOLITO YRIGOYEN 431 B°SAN JORGE,7,4977,4983,2366
12,Establecimientos Habilitados:                                      9,154,LA FALDA,IPEM N°142 JOAQUIN V GONZALEZ SAN GERONIMO Y LAS AMERICAS S/N,11,4984,4994,3718
12,Establecimientos Habilitados:                                      9,154,LA FALDA,ESC MATEO J MOLINA AV EDEN 445,10,4995,5004,3373
12,Establecimientos Habilitados:                                      9,154,LA FALDA,ESC NICOLAS AVELLANEDA PROGRESO 399 B°SANTA ROSA,7,5005,5011,2359
12,Establecimientos Habilitados:                                      9,154,LA FALDA,ESC AERONAUTICA ARGENTINA OCAMPO Y ROMAN DEHEZA S/N-LA LOMITA,5,5012,5016,1685
12,Establecimientos Habilitados:                                      9,155,SAN ESTEBAN,ESC INES MOYANO DE MOLINA SAN ESTEBAN,2,5017,5018,671
12,Establecimientos Habilitados:                                      9,155A,LOS COCOS,ESC DRA CECILIA GRIERSON LOS COCOS,3,5019,5021,929
12,Establecimientos Habilitados:                                      9,156,VILLA CARLOS PAZ,INST R ESCALADA DE SAN MARTIN ESTRADA Y ANTARTIDA,16,5097,5112,5520
12,Establecimientos Habilitados:                                      9,156,VILLA CARLOS PAZ,ESC PRESIDENTE SARMIENTO LOS GIGANTES S/N-B°M MUÑOZ,12,5039,5050,4140
12,Establecimientos Habilitados:                                      9,156,VILLA CARLOS PAZ,INST ALFONSINA STORNI(EX IESS) SOLIS 283 B° VILLA DOMINGUEZ,21,5061,5081,7245
12,Establecimientos Habilitados:                                      9,156,VILLA CARLOS PAZ,INST INDUSTRIAL CRISTO OBRERO FLORENCIO SANCHEZ S/N-B°LAS MALVINAS,10,5113,5122,3450
12,Establecimientos Habilitados:                                      9,156,VILLA CARLOS PAZ,ESC ISLA DE LOS ESTADOS LOS CEIBOS S/N B°LA QUINTA,10,5051,5060,3450
12,Establecimientos Habilitados:                                      9,156,VILLA CARLOS PAZ,ESC CARLOS NICANDRO PAZ SAN MARTIN 255,17,5022,5038,5865
12,Establecimientos Habilitados:                                      9,156,VILLA CARLOS PAZ,PRIMARIO JOSE DE SAN MARTIN AMEGHINO Y BALCARCE,8,5123,5130,2760
12,Establecimientos Habilitados:                                      9,156,VILLA CARLOS PAZ,INST BILINGUE DANTE ALIGHIERI ALFONSINA STORNI Y LOS ALERCES,17,5141,5157,5865
12,Establecimientos Habilitados:                                      9,156,VILLA CARLOS PAZ,ESC RICARDO BERNABE FERNANDEZ LAS MARGARITAS 255-VA INDEPENDENCIA,8,5168,5175,2759
12,Establecimientos Habilitados:                                      9,156,VILLA CARLOS PAZ,INST BERNARDO D'ELIA ASUNCION B°LA QUINTA 440,15,5082,5096,5175
12,Establecimientos Habilitados:                                      9,156,VILLA CARLOS PAZ,IPEM N° 359-ANEXO AV ATALANTICA ESQ GOBERANDOR ROCA,10,5131,5140,3450
12,Establecimientos Habilitados:                                      9,156,VILLA CARLOS PAZ,UNIVERSIDAD TECNOLOGICA GOBERNADOR ROCA 53,10,5158,5167,3450
12,Establecimientos Habilitados:                                      9,156A,YCHO CRUZ,ESC MERCEDES S M DE BALCARCE GENERAL SAN MARTIN S/N,4,5176,5179,1339
12,Establecimientos Habilitados:                                      9,156B,CUESTA BLANCA,LOCAL COMUNAL CUESTA BLANCA,2,5180,5181,348
12,Establecimientos Habilitados:                                      9,156C,MAYU SUMAJ,EDIFICIO COMUNAL MAYU SUMAJ,3,5182,5184,895
12,Establecimientos Habilitados:                                      9,156D,SAN ANTONIO DE ARREDONDO,ESC JUAN JOSE PASO RUTA PROV. 14-KM.43 CENTRO,5,5185,5189,1720
12,Establecimientos Habilitados:                                      9,156D,SAN ANTONIO DE ARREDONDO,IPEM 348 RUTA 14 Y CNO A LAS JARILLAS,5,5190,5194,1717
12,Establecimientos Habilitados:                                      9,156E,TALA HUASI,EDIFICIO COMUNAL TALA HUASI,1,5195,5195,201
12,Establecimientos Habilitados:                                      9,157,SANTA MARIA,COLEGIO SAN ROQUE LAVALLE 2730 VILLA BUSTOS,6,5196,5201,1998
12,Establecimientos Habilitados:                                      9,157,SANTA MARIA,ESC JUAN BAUTISTA AZOPARDO SARMIENTO 59 VILLA BUSTOS,7,5202,5208,2326
12,Establecimientos Habilitados:                                      9,157,SANTA MARIA,INST. SEC. ORIENTACION REGIONA VILLA BUSTOS,9,5209,5217,2988
12,Establecimientos Habilitados:                                      9,158,TANTI,ESC DOMINGO FAUSTINO SARMIENTO MARIANO MORENO 597 B°VILLA NUEVA,8,5218,5225,2600
12,Establecimientos Habilitados:                                      9,158,TANTI,IPEM N°84 J VOCOS LESCANO SAN FRANCISCO 33 LA ESTANCIA,8,5226,5233,2595
12,Establecimientos Habilitados:                                      9,158A,CABALANGO,ESC.PROV.D. FRENCH CALLE 10,1,5234,5234,303
12,Establecimientos Habilitados:                                      9,158B,ESTANCIA VIEJA,LOCAL COMUNAL ESTANCIA VIEJA,2,5235,5236,658
12,Establecimientos Habilitados:                                      9,158C,VILLA SANTA CRUZ DEL LAGO,IPEM N° 332 LOS TALAS ESQ. LAS ROSAS,6,5237,5242,2022
12,Establecimientos Habilitados:                                      9,159,VALLE HERMOSO,INST.NTA.SRA. DEL CALVARIO SAN MARTIN 12,7,5251,5257,2401
12,Establecimientos Habilitados:                                      9,159,VALLE HERMOSO,IPEM N° 335 GOBERNADOR NUÑEZ 73,8,5243,5250,2748
13,Establecimientos Habilitados:                                      58,160,ACHIRAS,ESC DOMINGO FAUSTINO SARMIENTO ACHIRAS,8,5258,5265,2463
13,Establecimientos Habilitados:                                      58,160A,LA CAROLINA,ESC PROV DOMINGO F SARMIENTO PUBLICA S/N,1,5266,5266,232
13,Establecimientos Habilitados:                                      58,161,ADELIA MARIA,INSTITUTO ADELIA MARIA AV SAN MARTIN 1050 CENTRO,9,5267,5275,3024
13,Establecimientos Habilitados:                                      58,161,ADELIA MARIA,ESC GENERAL SAN MARTIN SARMIENTO 98 CENTRO,9,5276,5284,3015
13,Establecimientos Habilitados:                                      58,162,ALCIRA,ESC JOSE MARIA PAZ GRAL ROCA 643 CENTRO,7,5285,5291,2275
13,Establecimientos Habilitados:                                      58,162,ALCIRA,ESC PERITO FRANCISCO MORENO DEAN FUNES Y HEROES ANONIMOS S/N,9,5292,5300,2919
13,Establecimientos Habilitados:                                      58,163,ALPA CORRAL,IPEM N° 119 NESTOR ZARAZAGA PUBLICA S/N,4,5301,5304,1069
13,Establecimientos Habilitados:                                      58,164,BAIGORRIA,ESC PROV BERNARDINO RIVADAVIA VELEZ SARSFIELD 50,5,5305,5309,1642
13,Establecimientos Habilitados:                                      58,165,BANDA NORTE,ESC DR ADOLFO ALSINA AVENIDA GARIBALDI 740,11,5322,5332,3773
13,Establecimientos Habilitados:                                      58,165,BANDA NORTE,COL MERCEDES DEL NIÑO JESUS VICTOR HUGO 885,11,5333,5343,3767
13,Establecimientos Habilitados:                                      58,165,BANDA NORTE,INST SUP RAMON MENENDEZ PIDAL AV JOSE GARIBALDI 50,12,5344,5355,4104
13,Establecimientos Habilitados:                                      58,165,BANDA NORTE,ESC PROVINCIA SANTA CRUZ SANTA FE ESQ URUGUAY S/N,13,5356,5368,4446
13,Establecimientos Habilitados:                                      58,165,BANDA NORTE,ESC REPUBLICA DEL URUGUAY SAN LUIS 342,6,5369,5374,2052
13,Establecimientos Habilitados:                                      58,165,BANDA NORTE,IPEM N°95 M SANCHEZ DE THOMPSO MANCO CAPAC 50,14,5375,5388,4788
13,Establecimientos Habilitados:                                      58,165,BANDA NORTE,CNMA 24-ANEXO PCIA STA CRUZ EL SALVADOR 840 B° BALACCO,3,5389,5391,1026
13,Establecimientos Habilitados:                                      58,165,BANDA NORTE,ANGELES CUSTODIOS/SAGRADA FLIA ISABEL LA CATOLICA Y E JENNER S/N,12,5310,5321,4116
13,Establecimientos Habilitados:                                      58,166,BERROTARAN,ESC VICTOR MERCANTE FRAY MAMERTO ESQUIU 25,8,5392,5399,2704
13,Establecimientos Habilitados:                                      58,166,BERROTARAN,INSTITUTO PARROQ.BERROTARAN AQUINO ARGUELLO ARDILES 203,10,5400,5409,3377
13,Establecimientos Habilitados:                                      58,167,BULNES,ESC.FRAY M.ALVAREZ SARMIENTO 187,4,5410,5413,1070
13,Establecimientos Habilitados:                                      58,168,CHAJAN,ESC PROV GRAL J DE SAN MARTIN BV CORDOBA S/N,3,5414,5416,850
