seccion_nro,seccion_name,circuito_nro,circuito_name,establecimiento,cant_mesas,desde,hasta,electores
13,Establecimientos Habilitados:                                      58,169,CHUCUL,ESC SUBTTE RODOLFO H BERDINA AV SAN MARTIN S/N,1,5417,5417,345
13,Establecimientos Habilitados:                                      58,170,ELENA,INST SEC LA ASUNCION DE MARIA PASAJE CURA BROCHERO 189,5,5418,5422,1540
13,Establecimientos Habilitados:                                      58,170,ELENA,ESC RICARDO GUTIERREZ ELENA,4,5423,5426,1231
13,Establecimientos Habilitados:                                      58,171,ESPINILLO,ESC PROV JOSE DE SAN MARTIN RUTA NACIONAL 36 KM 614 S/N,1,5427,5427,148
13,Establecimientos Habilitados:                                      58,172,HOLMBERG,ESC.PROV.C.SAAVEDRA HOLMBERG,7,5428,5434,2331
13,Establecimientos Habilitados:                                      58,172,HOLMBERG,ESC.S.R.DE ZAVALIA HOLMBERG,5,5435,5439,1665
13,Establecimientos Habilitados:                                      58,173,LA ARGENTINA,ESC JOSE DE SAN MARTIN CALLE PUBLICA,1,5440,5440,27
13,Establecimientos Habilitados:                                      58,174,LA CAUTIVA,ESC PROV JOSE DE SAN MARTIN SAN MARTIN S/N,3,5441,5443,705
13,Establecimientos Habilitados:                                      58,175,LA GILDA,ESC PROV JOSE DE SAN MARTIN PUBLICA S/N,1,5444,5444,64
13,Establecimientos Habilitados:                                      58,176,LA INVERNADA,ESC R ESCALADA DE SAN MARTIN LA INVERNDA,1,5445,5445,75
13,Establecimientos Habilitados:                                      58,177,LAS ACEQUIAS,ESC LEONILA DE LAS M LEMOS MAIPU 535 NORTE,7,5446,5452,2278
13,Establecimientos Habilitados:                                      58,178,LAS CAÑITAS,ESC.PROV.J.DE SAN MARTIN LAS CAÑITAS,1,5453,5453,43
13,Establecimientos Habilitados:                                      58,178A,LAS ALBAHACAS,ESC.C.G. DE REZZANO CALLE 11,2,5454,5455,434
13,Establecimientos Habilitados:                                      58,178B,VILLA EL CHACAY,ESC.ALBERGUE J.HERNANDEZ PUBLICA,1,5456,5456,80
13,Establecimientos Habilitados:                                      58,179,LAS HIGUERAS,ESC JORGE ALEHANDRO NEWBERY LAS HIGUERAS,13,5457,5469,4286
13,Establecimientos Habilitados:                                      58,179,LAS HIGUERAS,JARD INF JORGE A NEWBERY ESPAÑA 86 B° SAN MARTIN,3,5470,5472,987
13,Establecimientos Habilitados:                                      58,180,LAS PEÑAS,ESC.PROV.J.M.PAZ AVDA. 22 DE OCTUBRE,1,5473,5473,239
13,Establecimientos Habilitados:                                      58,181,LOS CUATRO VIENTOS,ESC ANTONIO SOBRAL PUBLICA S/N,1,5474,5474,159
13,Establecimientos Habilitados:                                      58,182,LAS VERTIENTES,ESC CAP DE FRAGATA MOYANO JULIANA GARCIA PUBLILL 560,3,5475,5477,894
13,Establecimientos Habilitados:                                      58,183,VICUÑA MACKENNA,ESC GUIDO SPANO SARMIENTO 672 CENTRO,8,5487,5494,2704
13,Establecimientos Habilitados:                                      58,183,VICUÑA MACKENNA,ESC GRAL NAPOLEON URIBURU LIB GENERAL SAN MARTIN 318 CENTRO,9,5495,5503,3042
13,Establecimientos Habilitados:                                      58,183,VICUÑA MACKENNA,INST JUAN PASCUAL PRINGLES AV CARLOS S YDE 684,9,5478,5486,3049
13,Establecimientos Habilitados:                                      58,184,MOLDES,ESC FRAY MARCOS DONATTI MOLDES,9,5504,5512,3069
13,Establecimientos Habilitados:                                      58,184,MOLDES,IPEM N°94 DOLORES L DE LAVALLE MOLDES,8,5513,5520,2720
13,Establecimientos Habilitados:                                      58,184,MOLDES,ESC NICOLAS AVELLANEDA MOLDES,6,5521,5526,2040
13,Establecimientos Habilitados:                                      58,184A,MONTE DE LOS GAUCHOS,ESC.PROV.M.BELGRANO SARMIENTO,2,5527,5528,621
13,Establecimientos Habilitados:                                      58,185,PAUNERO,ESCUELA N°17 PAUNERO,1,5529,5529,13
13,Establecimientos Habilitados:                                      58,186,PUEBLO ALBERDI,ESC NICOLAS AVELLANEDA VICENTE LOPEZ 538,12,5530,5541,4140
13,Establecimientos Habilitados:                                      58,186,PUEBLO ALBERDI,IPEMN° 26 JUAN FILLOY BELISARIO ROLDAN 535,9,5542,5550,3105
13,Establecimientos Habilitados:                                      58,186,PUEBLO ALBERDI,COLEGIO MARIA BENITA ARIAS MONTEVIDEO 751,9,5551,5559,3105
13,Establecimientos Habilitados:                                      58,186,PUEBLO ALBERDI,ESC GRAL JUSTO S ANAYA AZOPARDO 1270 FENIX,13,5560,5572,4472
13,Establecimientos Habilitados:                                      58,186,PUEBLO ALBERDI,INST LANTERIANO LA MERCED BELISARIO ROLDAN 275,17,5573,5589,5848
13,Establecimientos Habilitados:                                      58,186,PUEBLO ALBERDI,ESC ARZOBISPO ANTONIO ESPINOSA OLEGARIO ANDRADE 1020,11,5590,5600,3784
13,Establecimientos Habilitados:                                      58,187,PUEYRREDON,ESC CAP DE NAV S ALBARRACIN PUEYRREDON,1,5601,5601,81
13,Establecimientos Habilitados:                                      58,188,RIO CUARTO,ESC.NORM.NAC.MIXTA CONSTITUCION 1040,24,5602,5625,8256
13,Establecimientos Habilitados:                                      58,188,RIO CUARTO,INST SAN BUENAVENTURA SAN MARTIN 250,12,5626,5637,4128
13,Establecimientos Habilitados:                                      58,188,RIO CUARTO,ESC FLORENTINO AMEGHINO 9 DE JULIO 314,10,5638,5647,3440
13,Establecimientos Habilitados:                                      58,188,RIO CUARTO,DICHIARA-EX ESC.GRAL S.MARTIN BOLIVAR Y ALBERDI,9,5648,5656,3096
13,Establecimientos Habilitados:                                      58,188,RIO CUARTO,ESCUELA GENERAL PAZ MITRE 850,13,5657,5669,4472
13,Establecimientos Habilitados:                                      58,188,RIO CUARTO,COL NTRA SRA DEL CARMEN BAIGORRIA 373,17,5670,5686,5848
13,Establecimientos Habilitados:                                      58,188,RIO CUARTO,ESC ALTE BROWN RIO QUINTO 660,8,5687,5694,2752
13,Establecimientos Habilitados:                                      58,188,RIO CUARTO,ESCUELA GRAL ROCA PASO 790 B° SANTA ROSA,12,5695,5706,4128
13,Establecimientos Habilitados:                                      58,188,RIO CUARTO,ESC BARTOLOME MITRE LAVALLE 1452,12,5707,5718,4128
13,Establecimientos Habilitados:                                      58,188,RIO CUARTO,ESC 21 DE JULIO BAIGORRIA 552,10,5719,5728,3440
13,Establecimientos Habilitados:                                      58,188,RIO CUARTO,ESC MANUEL BELGRANO SOBREMONTE 1333,14,5729,5742,4816
13,Establecimientos Habilitados:                                      58,188,RIO CUARTO,E.N.E.T. N° 1 BAIGORRIA 527,12,5743,5754,4128
13,Establecimientos Habilitados:                                      58,188,RIO CUARTO,ESC.NORMAL COMERCIAL BAIGORRIA 463,27,5755,5781,9267
13,Establecimientos Habilitados:                                      58,188,RIO CUARTO,ESC VELEZ SARSFIELD MENDOZA 1502,10,5782,5791,3430
13,Establecimientos Habilitados:                                      58,188,RIO CUARTO,ESCUELA PIAS BV GRAL ROCA 701,8,5792,5799,2744
13,Establecimientos Habilitados:                                      58,188,RIO CUARTO,COLEGIO GALILEO GALILEI ALVEAR 1040,12,5800,5811,4116
13,Establecimientos Habilitados:                                      58,188,RIO CUARTO,COLEGIO HISPANO ARGENTINO FOTHERINGHAM 68,12,5812,5823,4116
13,Establecimientos Habilitados:                                      58,189,SAMPACHO,ESC SAN MARTIN SAMPACHO,9,5824,5832,3096
13,Establecimientos Habilitados:                                      58,189,SAMPACHO,INSTPABLO ANTONIO PIZZURNO SAMPACHO,12,5833,5844,4122
13,Establecimientos Habilitados:                                      58,190,SAN AMBROSIO,ESC.SAN JUAN BOSCO PUBLICA,1,5845,5845,165
13,Establecimientos Habilitados:                                      58,191,SAN BASILIO,ESC JOSE DE SAN MARTIN BELGRANO 121 B°CENTRO,9,5846,5854,3092
13,Establecimientos Habilitados:                                      58,191A,MALENA,ESC.PROV.R.E.DE SAN MARTIN REMEDIOS ESCALADA DE SAN MARTIN,1,5855,5855,265
13,Establecimientos Habilitados:                                      58,192,SUCO,ESC R ESCALADA DE SAN MARTIN SUCO,2,5856,5857,460
13,Establecimientos Habilitados:                                      58,193,TOSQUITA,ESC.PROV.J.M.ESTRADA AVELLANEDA 181,2,5858,5859,520
13,Establecimientos Habilitados:                                      58,194,WASHINGTON,ESCUELA N°359 WASHINGTON,2,5860,5861,527
14,Establecimientos Habilitados:                                      79,195,ATAHONA,ESC.PROV.J.DE SAN MARTIN PUBLICA S/N,1,5862,5862,204
14,Establecimientos Habilitados:                                      79,196,CAÑADA DE MACHADO,ESC.PROV.M.MORENO CALLE 12,1,5863,5863,242
14,Establecimientos Habilitados:                                      79,197,LA POSTA,ESC PROV JOAQUIN V GONZALEZ JOAQUIN V GONZALEZ S/N,1,5864,5864,328
14,Establecimientos Habilitados:                                      79,198,CAPILLA DE REMEDIOS,ESC PROV MARTIN GUEMES MARTIN GUEMES S/N,4,5865,5868,1068
14,Establecimientos Habilitados:                                      79,199,CHALACEA,ESCUELA N°315 CHALACEA,1,5869,5869,228
14,Establecimientos Habilitados:                                      79,200,DIEGO DE ROJAS,ESC M.C.CALDECOT DE ARGUELLO FIGUEROA ALCORTA S/N,2,5870,5871,503
14,Establecimientos Habilitados:                                      79,201,COLONIA LAS CUATRO ESQUINAS,ESC JOSE MARIA PAZ LAS CUATRO ESQUINAS,1,5872,5872,100
14,Establecimientos Habilitados:                                      79,201A,LAS GRAMILLAS,ESC MAEST F BELLORA DE DAVILA LAS GRAMILLAS,1,5873,5873,133
14,Establecimientos Habilitados:                                      79,202,ESQUINA,ESC PROV JOSE MANUEL ESTRADA MALVINAS ARGENTINAS S/N,1,5874,5874,327
14,Establecimientos Habilitados:                                      79,203,PEDRO E.VIVAS,ESC.R.E.DE SAN MARTIN KM. 658,2,5875,5876,361
14,Establecimientos Habilitados:                                      79,204,LA PARA,INST MONSEÑOR ESQUIU MARIANO MORENO 749 CENTRO,6,5877,5882,1895
14,Establecimientos Habilitados:                                      79,204,LA PARA,ESC MARIANO FRAGUEIRO MARIANO FRAGUEIRO 385,5,5883,5887,1575
14,Establecimientos Habilitados:                                      79,205,LA PUERTA,ESC PROV FRAY MAMERTO ESQUIU SAN LORENZO 698,6,5888,5893,1879
14,Establecimientos Habilitados:                                      79,206,LAS HERAS,ESCUELA N°411 LA CAÑADA,1,5894,5894,84
14,Establecimientos Habilitados:                                      79,207,LAS SALADAS,ESC DALMIRA MURO(EX DEL CHACO) LAS SALADAS,1,5895,5895,250
14,Establecimientos Habilitados:                                      79,208,COMECHINGONES,ESCUELA N°111 COMECHINGONES,1,5896,5896,319
14,Establecimientos Habilitados:                                      79,209,MAQUINISTA GALLINI,ESC.PROV.J.M.PAZ PUBLICA,1,5897,5897,191
14,Establecimientos Habilitados:                                      79,210,BLAS DE ROSALES,ESC DOMINGO F SARMIENTO PUBLICA S/N(HOY:BLAS DE ROSALES),1,5898,5898,140
14,Establecimientos Habilitados:                                      79,211,MONTE CRISTO,ESCUELA MAESTRO DOMINGO NOGAL MONTE CRISTO,8,5907,5914,2737
14,Establecimientos Habilitados:                                      79,211,MONTE CRISTO,ESCUELA 25 DE MAYO MONTE CRISTO,8,5915,5922,2736
14,Establecimientos Habilitados:                                      79,211,MONTE CRISTO,MARGARITA V LUDUEÑA DE LAZO SARMIENTO 571 LAS MALVINAS,8,5899,5906,2744
14,Establecimientos Habilitados:                                      79,212,MONTE DEL ROSARIO,ESC.PROV.J.M.PAZ PUBLICA,1,5923,5923,171
14,Establecimientos Habilitados:                                      79,212B,EL CRISPIN,ESC PROV DOMINGO F SARMIENTO PUBLICA S/N,1,5924,5924,253
14,Establecimientos Habilitados:                                      79,213,OBISPO TREJO,ESCUELA R.GUTIERREZ GENERAL PAZ 788,7,5925,5931,2225
14,Establecimientos Habilitados:                                      79,214,PIQUILLIN,ESC.PROV.D.F.SARMIENTO AVDA.SARMIENTO E 74,5,5932,5936,1666
14,Establecimientos Habilitados:                                      79,215,PLAZA DE MERCEDES,ESC.PROV.M.BELGRANO CHACON DE CUESTAS,1,5937,5937,146
14,Establecimientos Habilitados:                                      79,215A,LA QUINTA,ESC PROV JUAN JOSE PASO PUBLICA S/N,1,5938,5938,239
14,Establecimientos Habilitados:                                      79,216,PUNTA DEL AGUA,ESC.PROV.GRAL SAN MARTIN PUBLICA,1,5939,5939,44
14,Establecimientos Habilitados:                                      79,217,QUEBRACHO,ESC.PROV.1ER.GOBIERNO PATRIO QUEBRACHO,1,5940,5940,124
14,Establecimientos Habilitados:                                      79,218,RIO PRIMERO,EX-ESCUELA N°279 PABLO ROBERT 182,7,5941,5947,2303
14,Establecimientos Habilitados:                                      79,218,RIO PRIMERO,ESC GRAL JOSE DE SAN MARTIN CORRIENTES 251 LUCHI,7,5948,5954,2299
14,Establecimientos Habilitados:                                      79,218,RIO PRIMERO,IPEM N° 164 ATALIVA HERRERA AV CONTARDO FERRINI 365,5,5955,5959,1640
14,Establecimientos Habilitados:                                      79,219,SAGRADA FAMILIA,ESC.JORGE NEWBERY PUBLICA,1,5960,5960,204
14,Establecimientos Habilitados:                                      79,220,VILLA SANTA ROSA,ESC PBRO JOSE G BROCHERO SANTA ROSA,8,5961,5968,2736
14,Establecimientos Habilitados:                                      79,220,VILLA SANTA ROSA,INSTITUTO EL SALVADOR SANTA ROSA,12,5969,5980,4100
14,Establecimientos Habilitados:                                      79,221,EL ALCALDE,ESC PROV R SAENZ PEÑA EL ALCALDE,1,5981,5981,141
14,Establecimientos Habilitados:                                      79,222,VILLA FONTANA,IPEM N°228-SAN ISIDRO LABRADOR AV PEDRO J FONTANA 448,3,5982,5984,942
15,Establecimientos Habilitados:                                     37,223,CANDELARIA NORTE,ESC.PROV.C.SAAVEDRA PUBLICA,3,5985,5987,770
15,Establecimientos Habilitados:                                     37,224,ENCRUCIJADA,ESC PROV PRIMERA JUNTA ENCRUCIJADA,1,5988,5988,50
15,Establecimientos Habilitados:                                     37,225,GUTEMBERG,ESC GRAL SAN MARTIN PUBLICA S/N,3,5989,5991,839
15,Establecimientos Habilitados:                                     37,225A,LA CAÑADA,ESC PROV GENERAL PAZ PUBLICA S/N,1,5992,5992,124
15,Establecimientos Habilitados:                                     37,226,LOS HOYOS,ESC PRO MARTIN GUEMES PUBLICA S/N,2,5993,5994,441
15,Establecimientos Habilitados:                                     37,226A,PUESTO DE CASTRO,ESC.PROV.D.F.SARMIENTO PUESTO DE CASTRO,2,5995,5996,374
15,Establecimientos Habilitados:                                     37,227,RAYO CORTADO,ESC.PROV.CNEL.F.DE BEDOYA RAYO CORTADO,2,5997,5998,632
15,Establecimientos Habilitados:                                     37,227A,RINCONADA,ESC PROV GUILLERMO BROWN PUBLICA S/N,2,5999,6000,464
15,Establecimientos Habilitados:                                     37,227B,CERRO COLORADO,ESC PROV LUCIANO ARGUELLO CERRO COLORADO,1,6001,6001,295
15,Establecimientos Habilitados:                                     37,227C,CHAÑAR VIEJO,ESC PROV G MARTINEZ PIZARRO PUBLICA S/N,1,6002,6002,209
15,Establecimientos Habilitados:                                     37,227D,SANTA ELENA,ESC PROV ING FEDERICO NEHHER PUBLICA S/N,1,6003,6003,311
15,Establecimientos Habilitados:                                     37,228,SEBASTIAN ELCANO,ESC.PROV. CNEL. A.H.CARPANI MAESTRO PIÑA 279,8,6004,6011,2449
15,Establecimientos Habilitados:                                     37,229,VILLA DE MARIA,ESC JOSE DE SAN MARTIN RIVADAVIA 768 CENTRO,7,6012,6018,2381
15,Establecimientos Habilitados:                                     37,229,VILLA DE MARIA,IPEM 224-LEOPOLDO LUGONES RECONQUISTA,6,6019,6024,2040
15,Establecimientos Habilitados:                                     37,229A,EUFRASIO LOZA,ESC PROV LEOPOLDO LUGONES SANTIAGO DEL ESTERO S/N,1,6025,6025,209
16,Establecimientos Habilitados:                                     15,230,CALCHIN,COLEGIO ENS.SECUNDARIA CALCHIN,6,6026,6031,2056
16,Establecimientos Habilitados:                                     15,230A,CALCHIN OESTE,ESC.PROV.M.BELGRANO CALCHIN OESTE,2,6032,6033,647
16,Establecimientos Habilitados:                                     15,231,CAPILLA DEL CARMEN,ESCUELA NARCISO LAPRIDA GRAL JOSE DE SAN MARTIN S/N,2,6034,6035,346
16,Establecimientos Habilitados:                                     15,232,CARRILOBO,ESC PROV PTE JULIO ROCA MARIANO MORENO 815,5,6036,6040,1705
16,Establecimientos Habilitados:                                     15,233,COLAZO,ESC PROV SEMANA DE MAYO ADALGISA 427,5,6041,6045,1404
16,Establecimientos Habilitados:                                     15,234,COSTA SACATE,ESC LIB GRAL SAN MARTIN PUBLICA S/N,5,6046,6050,1426
16,Establecimientos Habilitados:                                     15,235,LAGUNA LARGA,ESC BERNARDINO RIVADAVIA RIVADAVIA 66 MALVINAS ARGENTINAS,8,6051,6058,2659
16,Establecimientos Habilitados:                                     15,235,LAGUNA LARGA,ESC NARCISO LAPRIDA NARCISO LAPRIDA S/N,7,6059,6065,2324
16,Establecimientos Habilitados:                                     15,235,LAGUNA LARGA,INST GRAL JOSE MARIA PAZ BV RIO CUARTO 599 CENTRO,5,6066,6070,1660
16,Establecimientos Habilitados:                                     15,236,LAS JUNTURAS,I.P.E.A.(IPEM231 TORAZO) LAS JUNTURAS,5,6071,6075,1495
16,Establecimientos Habilitados:                                     15,236A,COLONIA VIDELA,ESC.PROV.D.F.SARMIENTO PUBLICA,1,6076,6076,36
16,Establecimientos Habilitados:                                     15,237,LUQUE,ESC GRAL JOSE DE SAN MARTIN LUQUE,9,6084,6092,2916
16,Establecimientos Habilitados:                                     15,237,LUQUE,IPEM N° 300 LUQUE,7,6077,6083,2269
16,Establecimientos Habilitados:                                     15,237A,MANFREDI,ESCUELA N°57 MANFREDI,3,6093,6095,830
16,Establecimientos Habilitados:                                     15,237B,PUEBLO LUDUEÑA,ESC PROV JERONIMO L DE CABRERA PUBLICA S/N-IMPIRA,1,6096,6096,179
16,Establecimientos Habilitados:                                     15,238,MATORRALES,ESC.PROV.D.F.SARMIENTO CORRIENTES 237,3,6097,6099,971
16,Establecimientos Habilitados:                                     15,239,ONCATIVO,ESC JOSE MARIA PAZ ONCATIVO,12,6100,6111,4056
16,Establecimientos Habilitados:                                     15,239,ONCATIVO,ESC DE COM L LUGONES(IPEM 158) ONCATIVO,7,6112,6118,2364
16,Establecimientos Habilitados:                                     15,239,ONCATIVO,ESC EMILIO F OLMOS ONCATIVO,7,6119,6125,2359
16,Establecimientos Habilitados:                                     15,239,ONCATIVO,IPEM N°54 J E MULLER 25 DE MAYO S/N,9,6126,6134,3033
16,Establecimientos Habilitados:                                     15,240,PILAR,ESC ZENON LOPEZ PILAR,13,6135,6147,4485
16,Establecimientos Habilitados:                                     15,240,PILAR,ESC JUAN BAUTISTA BUSTOS PILAR,6,6148,6153,2070
16,Establecimientos Habilitados:                                     15,240,PILAR,ESC MARIA J GONZALEZ CASEROS PILAR,10,6154,6163,3440
16,Establecimientos Habilitados:                                     15,240,PILAR,INST CARLOS PELLEGRINI PILAR,4,6164,6167,1376
16,Establecimientos Habilitados:                                     15,241,POZO DEL MOLLE,ESC GENERAL SAN MARTIN POZO DEL MOLLE,10,6168,6177,3274
16,Establecimientos Habilitados:                                     15,241,POZO DEL MOLLE,ESC FRANCISCO MALBRAN POZO DEL MOLLE,6,6178,6183,1962
16,Establecimientos Habilitados:                                     15,242,RINCON,ESC PROV NICOLAS AVELLANEDA RINCON,2,6184,6185,425
16,Establecimientos Habilitados:                                     15,242A,CAÑADA DE MACHADO SUD,ESC MARIANO MORENO CAÑADA DE MACHADO SUD,1,6186,6186,24
16,Establecimientos Habilitados:                                     15,243,RIO SEGUNDO,IPEM N°108-C G DE REZZANO RIO SEGUNDO,8,6193,6200,2760
16,Establecimientos Habilitados:                                     15,243,RIO SEGUNDO,ESC PRIMER GOBIERNO PATRIO RIVADAVIA 915,10,6201,6210,3441
16,Establecimientos Habilitados:                                     15,243,RIO SEGUNDO,ESC VICTOR MERCANTE MARCONI 591 BELGRANO,10,6211,6220,3440
16,Establecimientos Habilitados:                                     15,243,RIO SEGUNDO,ESC CONGRESO DE TUCUMAN RIO SEGUNDO,10,6221,6230,3440
16,Establecimientos Habilitados:                                     15,243,RIO SEGUNDO,IPEM N°156 JOSE M ESTRADA CATAMARCA Y BELGRANO,5,6231,6235,1720
16,Establecimientos Habilitados:                                     15,243,RIO SEGUNDO,C.E.N.M.A. N° 161 SAN MARTIN ESQ ALEM,6,6187,6192,2070
16,Establecimientos Habilitados:                                     15,244,SANTIAGO TEMPLE,ESC CORONEL PRINGLES SANTIAGO TEMPLE,7,6236,6242,2364
16,Establecimientos Habilitados:                                     15,244A,LOS CHAÑARITOS,ESC PROV ESTANISLAO DEL CAMPO PUBLICA S/N,1,6243,6243,285
16,Establecimientos Habilitados:                                     15,245,VILLA DEL ROSARIO,ESCUELA RECONQUISTA VILLA DEL ROSARIO,10,6244,6253,3430
16,Establecimientos Habilitados:                                     15,245,VILLA DEL ROSARIO,ESC MARQUES DE SOBREMONTE VILLA DEL ROSARIO,13,6254,6266,4459
16,Establecimientos Habilitados:                                     15,245,VILLA DEL ROSARIO,COLEGIO SAN JOSE VILLA DEL ROSARIO,13,6267,6279,4451
17,Establecimientos Habilitados:                                     39,248,LABOULAYE,I.P.E.M. 278-M.ARGENTINAS AV INDEPENDENCIA(B°CENTRO) 475,9,6280,6288,3105
17,Establecimientos Habilitados:                                     39,248,LABOULAYE,ESC GRAL CONRADO VILLEGAS INTENDENTE FENOGLIO(B° SANTA RITA) 344,10,6289,6298,3450
17,Establecimientos Habilitados:                                     39,248,LABOULAYE,ESC LEONOR DE TEJEDA AV PELLEGRINI(B°LA CHACARITA) 247,6,6299,6304,2067
17,Establecimientos Habilitados:                                     39,248,LABOULAYE,COLEGIO SAN JOSE RIVADAVIA(B°CENTRO) 245,8,6305,6312,2752
17,Establecimientos Habilitados:                                     39,248,LABOULAYE,IPEM 257 DR RENE FAVALORO AV INDEPENDENCIA(B°TERMINAL) 512,10,6313,6322,3440
17,Establecimientos Habilitados:                                     39,248,LABOULAYE,ESC JUAN PASCUAL PRINGLES AV INDEPENDENCIA(B°SUR) 284,8,6323,6330,2752
17,Establecimientos Habilitados:                                     39,249,LA CESIRA,ESC VICTIRIANO RODRIGUEZ ALVEAR 220,4,6331,6334,1269
17,Establecimientos Habilitados:                                     39,251,LEGUIZAMON,ESC N°78-PINTOR JUAN M BLANES LEGUIZAMON,1,6335,6335,106
17,Establecimientos Habilitados:                                     39,252,LEVALLE,ESC GRAL NICOLAS LEVALLE BERNARDINO ANCE(B°NORTE) 601,7,6336,6342,2320
17,Establecimientos Habilitados:                                     39,252,LEVALLE,ESC DR VIRGILIO BARBALATO CARLOS PELLEGRINI(B°SUR) 331,8,6343,6350,2648
17,Establecimientos Habilitados:                                     39,253,MELO,ESC.PROV.L.PASTEUR PUBLICA,4,6351,6354,1102
17,Establecimientos Habilitados:                                     39,254,RIO BAMBA,ESC RAUL SOULE(EX NAC N°241) RIO BAMBA,1,6355,6355,84
17,Establecimientos Habilitados:                                     39,255,ROSALES,ESC.PROV.P.B.PALACIOS CORRIENTES,2,6356,6357,511
17,Establecimientos Habilitados:                                     39,256,SAN JOAQUIN,ESC.PROV.GRAL SAN MARTIN SAN JOAQUIN,1,6358,6358,129
17,Establecimientos Habilitados:                                     39,257,SERRANO,INS SAN ALBERTO Y SAN ENRIQUE SERRANO,9,6359,6367,2835
17,Establecimientos Habilitados:                                     39,258,VILLA ROSSI,ESCUELA N°105(JOSE RUBIROLA) VILLA ROSSI,2,6368,6369,574
18,Establecimientos Habilitados:                                     16,259,ALTAUTINA,ESC.PROV.M.DE AZCUENAGA PUBLICA,1,6370,6370,30
18,Establecimientos Habilitados:                                     16,260,AMBUL,ESC.PROV.FRAY J.M.NOGAL DOMINGO F SARMIENTO,3,6371,6373,974
18,Establecimientos Habilitados:                                     16,260A,EL VOLCAN,ESC PROV JUAN P PRINGLES PUBLICA S/N,1,6374,6374,60
18,Establecimientos Habilitados:                                     16,261,BROCHERO,ESC JOSE GABRIEL BROCHERO MARIANO MORENO(B°CENTRO) 291,7,6383,6389,2406
18,Establecimientos Habilitados:                                     16,261,BROCHERO,IPEM N° 344 BROCHERO,8,6375,6382,2752
18,Establecimientos Habilitados:                                     16,261A,SAN LORENZO,ESC PROV JUAN MARTIN RECALDE PUBLICA S/N,3,6390,6392,814
18,Establecimientos Habilitados:                                     16,261B,VILLA BENEGAS,ESC.PROV.GUIDO SPANO PUBLICA,1,6393,6393,63
18,Establecimientos Habilitados:                                     16,262,MINA CLAVERO,ESC GRAL JOSE DE SAN MARTIN MINA CLAVERO,11,6394,6404,3652
18,Establecimientos Habilitados:                                     16,262,MINA CLAVERO,ESC MAESTRO D F SARMIENTO AV HERNAN CORTEZ(B°MAYTHE) 1.060,6,6405,6410,1987
18,Establecimientos Habilitados:                                     16,262,MINA CLAVERO,IPEM N° 285-J G BROCHERO LOS FUNDADORES S/N (B°SANTA ANA),6,6411,6416,1986
18,Establecimientos Habilitados:                                     16,263,NONO,ESC.PROV.D.F.SARMIENTO SARMIENTO 223,3,6421,6423,912
18,Establecimientos Habilitados:                                     16,263,NONO,IPEM 135-DON JOSE F RECALDE LOS PORTEÑOS/CALLE PUB,4,6417,6420,1218
18,Establecimientos Habilitados:                                     16,263A,PAMPA DE ACHALA,ESCUELA 20 DE JUNIO PUBLICA S/N,1,6424,6424,163
18,Establecimientos Habilitados:                                     16,263B,LOS CERROS,ESC PROV CEFERINO NAMUNCURA PUBLICA S/N,1,6425,6425,35
18,Establecimientos Habilitados:                                     16,263C,ARROYO DE LOS PATOS,ESC J V LOPEZ(EX-NAC N°493) RUTA N°14 Y ESMERALDA,2,6426,6427,444
18,Establecimientos Habilitados:                                     16,263D,LAS CALLES,ESC.PROV.M.A DE CARRANZA PREGO LAS CALLES,2,6428,6429,466
18,Establecimientos Habilitados:                                     16,263E,LAS RABONAS,ESC.PROV.M.BELGRANO RUTA NAC 14,2,6430,6431,648
18,Establecimientos Habilitados:                                     16,264,PANAHOLMA,ESC.P.PIZZURNO PUBLICA,1,6432,6432,320
18,Establecimientos Habilitados:                                     16,264A,LOS ESPINILLOS,ESC TOMAS DE IRIARTE LOS ESPINILLOS,1,6433,6433,230
18,Establecimientos Habilitados:                                     16,265,SAN PEDRO,ESC CNEL OLMEDO CECILIA FUNES(B°CENTRO) 140,12,6434,6445,3992
18,Establecimientos Habilitados:                                     16,265A,VILLA SARMIENTO,ESC CNEL AGUSTIN A OLMEDO LIBERTAD (B°CENTRO) 270,13,6446,6458,4234
18,Establecimientos Habilitados:                                     16,265B,LA CORTADERA,ESC PROV MARIO REMORINO PUBLICA S/N,1,6459,6459,118
18,Establecimientos Habilitados:                                     16,265C,SAUCE ARRIBA,ESC.PROV.FRAY L.BELTRAN PUBLICA,2,6460,6461,672
18,Establecimientos Habilitados:                                     16,266,SAN VICENTE,ESC MAESTRO H GALABURRI PUBLICA S/N,4,6462,6465,1377
18,Establecimientos Habilitados:                                     16,266A,SAN RAFAEL,ESC MARCELO T DE ALVEAR SAN RAFAEL,1,6466,6466,240
19,Establecimientos Habilitados:                                     25,267,CONLARA,ESC PROV NARCISO LAPRIDA PUBLICA S/N,2,6467,6468,391
19,Establecimientos Habilitados:                                     25,268,DOLORES,ESC MARIANO MORENO PRESIDENTE PERON (B°JARDIN) 565,9,6469,6477,3078
19,Establecimientos Habilitados:                                     25,268,DOLORES,INST PBRO J V BRIZUELA SARMIENTO (B°CENTRO) 270,8,6478,6485,2736
19,Establecimientos Habilitados:                                     25,268,DOLORES,ESC.NORMAL SARSFIELD AV.S.MARTIN 271,15,6486,6500,5126
19,Establecimientos Habilitados:                                     25,268,DOLORES,ESC GENERAL SAN MARTIN EDISON 130,13,6501,6513,4433
